name,probability_female,frequency
Nikolas,0.0007312079555425563,5.89278683623235e-05
Nikolaus,0,7.043537741270216e-06
Nikolay,0,1.0944485642022645e-06
Nikole,1,1.9579426282421614e-05
Nikoles,0,3.1598252509776665e-08
Nikoleta,1,2.0395235710855847e-07
Nikolett,1,2.872568409979697e-08
Nikoletta,1,4.107772826270966e-07
Nikolette,1,1.3845779736102138e-06
Nikoli,0,1.525333825699219e-06
Nikolia,0,3.1598252509776665e-08
Nikolija,1,1.7235410459878182e-08
Nikolina,1,1.0255069223627517e-06
Nikolis,0,3.5045334601752303e-07
Nikoll,0,1.7235410459878182e-08
Nikolle,1,1.1490273639918788e-07
Nikolos,0,6.233473449655942e-07
Nikoloz,0,1.9820722028859908e-07
Nikolus,0,4.998269033364673e-07
Nikoma,1,1.4362842049898485e-08
Nikos,0,2.168789149534671e-06
Nikshay,0,1.4362842049898485e-08
Nikson,0,5.170623137963454e-08
Nikte,1,5.457879978961424e-08
Nikul,0,1.7235410459878182e-08
Nikunj,0,8.043191547943151e-08
Nikya,1,7.066518288550054e-07
Nikyah,1,3.648161880674215e-07
Nikyia,1,5.457879978961424e-08
Nikyla,1,4.16522419447056e-07
Nikylah,1,4.596109455967515e-08
Nikyra,1,1.2352044162912697e-07
Nikyta,1,2.0107978869857878e-08
Nil,0.3546099290780142,4.0503214580713724e-07
Nila,1,1.7775453320954364e-05
Nilah,1,2.9673631675090266e-06
Nilaja,1,1.4650098890896453e-07
Nilajah,1,1.4362842049898485e-08
Nilam,1,2.1831519915845696e-07
Nilan,0,2.872568409979697e-07
Nilani,1,1.666089677788224e-07
Nilay,0.02145922746781116,6.693084395252694e-07
Nilaya,1,1.953346518786194e-07
Nilayah,1,5.457879978961424e-08
Nilda,1,9.309994216744197e-06
Nile,0.08131595282433271,9.255415416954583e-06
Nileah,1,1.7235410459878182e-08
Nilene,1,1.4362842049898485e-08
Niles,0,1.1498891345148726e-05
Nilesh,0,5.084446085664063e-07
Niley,1,1.9820722028859908e-07
Nili,1,4.940817665165079e-07
Niliyah,1,2.872568409979697e-08
Nilka,1,1.0915759957922848e-07
Nilla,1,6.032393660957364e-08
Nillie,1,3.1310995668778697e-07
Nilmar,0,1.0341246275926908e-07
Nilo,0,6.578181658853506e-07
Nilofar,1,3.4470820919756364e-08
Niloofar,1,3.1598252509776665e-08
Niloufar,1,1.0053989434928939e-07
Nils,0,8.379282051910775e-06
Nilsa,1,5.058592969974246e-06
Nilson,0,8.014465863843353e-07
Nilton,0,2.7289399894807117e-07
Nilufar,1,1.4362842049898485e-08
Nilufer,1,4.883366296965485e-08
Nilyn,1,1.4362842049898485e-08
Nilyne,1,2.585311568981727e-08
Nilynn,1,7.181421024949242e-08
Nilza,1,1.8958951505865998e-07
Nim,0,8.043191547943151e-08
Nima,0.23058053965658218,3.513151165405169e-06
Nimah,1,2.642762937181321e-07
Nimai,0,2.0107978869857877e-07
Nimalan,0,2.872568409979697e-08
Nimat,1,3.1598252509776665e-08
Nimco,1,2.527860200782133e-07
Nimesh,0,1.924620834686397e-07
Nimish,0,1.7235410459878182e-08
Nimisha,1,3.9641444057719816e-07
Nimit,0,1.0053989434928939e-07
Nimmy,1,1.4362842049898485e-08
Nimo,1,3.849241669372794e-07
Nimra,1,5.716411135859596e-07
Nimrah,1,1.1203016798920817e-07
Nimrat,1,3.648161880674215e-07
Nimrit,1,2.2406033597841634e-07
Nimrod,0,9.479475752932999e-07
Nimsi,1,4.107772826270966e-07
Nimsy,1,6.894164183951273e-08
Nimue,1,1.0628503116924878e-07
Nin,1,1.7235410459878182e-08
Nina,0.9980178551607123,0.0003623055632770992
Ninabelle,1,1.7235410459878182e-08
Ninad,0,1.4362842049898485e-08
Ninah,1,5.658959767660002e-07
Ninamarie,1,5.026994717464469e-07
Ninarose,1,1.7235410459878182e-08
Ninasimone,1,3.1598252509776665e-08
Nincy,1,1.4362842049898485e-08
Ninel,1,8.33044838894112e-07
Nineth,1,3.4470820919756364e-08
Ninetta,1,1.8671694664868028e-07
Ninette,1,2.295182159573778e-06
Nineveh,1,1.0053989434928939e-07
Ninfa,1,7.023429762400358e-06
Ning,1,2.872568409979697e-08
Nini,1,4.711012192366703e-07
Ninia,1,1.4362842049898485e-08
Niniola,1,1.7235410459878182e-08
Ninive,1,8.33044838894112e-08
Ninja,1,5.457879978961424e-08
Ninna,1,1.3213814685906604e-07
Ninnette,1,1.4362842049898485e-08
Ninnie,1,3.906693037572388e-07
Nino,0.008786610878661089,6.865438499851475e-06
Ninon,1,6.032393660957364e-08
Ninos,0,8.043191547943151e-08
Ninoshka,1,3.561984828374824e-07
Ninoska,1,3.0449225145784784e-07
Ninotchka,1,3.1598252509776665e-08
Ninti,1,7.755934706945182e-08
Nio,0,6.894164183951273e-08
Niobe,1,4.682286508266906e-07
Niobi,1,1.7235410459878182e-08
Nioh,0,1.4362842049898485e-08
Nioka,1,3.2460023032770574e-07
Niola,1,1.4362842049898485e-08
Nioma,1,2.7289399894807117e-07
Niome,1,1.2064787321914727e-07
Niomi,1,2.3641238014132905e-06
Niomie,1,1.4937355731894423e-07
Niosha,1,1.4362842049898485e-08
Nipun,0,4.596109455967515e-08
Niquan,0,2.2693290438839603e-07
Niquel,1,1.4362842049898485e-08
Niquisha,1,1.4362842049898485e-08
Niquita,1,3.418356407875839e-07
Nir,0,1.4075585208900515e-07
Nira,0.9908256880733946,1.8786597401267216e-06
Nirah,1,1.4362842049898485e-08
Niraj,0,9.335847332434014e-07
Niral,0,4.883366296965485e-08
Nirali,1,9.393298700633608e-07
Niralya,1,1.6086383095886302e-07
Niran,0,5.170623137963454e-08
Niranjan,0,2.7289399894807117e-07
Niranjana,1,6.032393660957364e-08
Nirav,0,1.3673425631503356e-06
Niree,1,1.4362842049898485e-08
Nirek,0,1.4362842049898485e-08
Nirel,0.9240506329113924,2.2693290438839603e-07
Nirgun,1,1.4362842049898485e-08
Niria,1,9.19221891193503e-08
Niriah,1,3.1598252509776665e-08
Niriyah,1,1.4362842049898485e-08
Nirja,1,4.308852614969545e-08
Nirmaan,0,1.4362842049898485e-08
Nirmal,0,9.19221891193503e-08
Nirmala,1,3.1598252509776665e-08
Nirmeen,1,1.4362842049898485e-08
Nirva,1,3.4470820919756364e-08
Nirvaan,0,6.578181658853506e-07
Nirvair,0,1.7235410459878182e-08
Nirvan,0,6.262199133755739e-07
Nirvana,1,2.585311568981727e-06
Nirvi,1,3.2747279873768543e-07
Nirvik,0,1.7235410459878182e-08
Nisa,1,4.489824424798266e-06
Nisaa,1,1.3213814685906604e-07
Nisaiah,0,2.2118776756843665e-07
Nisan,0,1.4362842049898485e-08
Nisarg,0,2.872568409979697e-08
Nischal,0,1.2639301003910666e-07
Nisean,0,1.4362842049898485e-08
Nish,0,5.745136819959394e-08
Nisha,1,8.24427133664173e-06
Nishaan,0,1.694815361888021e-07
Nishad,0,8.90496207093706e-08
Nishal,0,8.90496207093706e-08
Nishan,0,8.502802493539903e-07
Nishant,0,1.6574719725582851e-06
Nishanth,0,5.658959767660002e-07
Nishat,1,4.797189244666094e-07
Nishaun,0,1.4362842049898485e-08
Nishawn,0,1.694815361888021e-07
Nishay,1,2.872568409979697e-08
Nishelle,1,9.479475752932999e-08
Nishi,1,6.922889868051069e-07
Nishia,1,3.1598252509776665e-08
Nishika,1,4.653560824167109e-07
Nishil,0,7.755934706945182e-08
Nishita,1,3.877967353472591e-07
Nishith,0,1.4362842049898485e-08
Nishitha,1,6.319650501955333e-08
Nishka,1,1.1863707533216147e-06
Nishma,1,4.596109455967515e-08
Nishon,0,1.4362842049898485e-08
Nishta,1,4.308852614969545e-08
Nishtha,1,3.705613248873809e-07
Nisi,1,8.33044838894112e-08
Nisiah,0,1.7235410459878182e-08
Nisma,1,4.308852614969545e-08
Nisreen,1,9.393298700633608e-07
Nissa,1,4.222675562670154e-06
Nissan,0.0641025641025641,2.2406033597841634e-07
Nissen,0,2.0107978869857878e-08
Nissi,1,1.2064787321914726e-06
Nissie,1,1.4362842049898485e-08
Nissim,0,5.228074506163048e-07
Nisson,0,5.745136819959394e-08
Nissy,1,2.872568409979697e-08
Nita,1,4.075312803238196e-05
Nitai,0,8.61770522993909e-08
Nitalia,1,4.308852614969545e-08
Nitara,1,4.2801269308697483e-07
Nitasha,1,9.27839596423442e-07
Nitaya,1,4.308852614969545e-08
Nitesh,0,1.4362842049898484e-07
Nithara,1,1.7235410459878182e-08
Nithika,1,1.4362842049898485e-08
Nithila,1,3.4758077760754333e-07
Nithilan,0,1.1777530480916757e-07
Nithin,0,9.967812382629549e-07
Nithish,0,2.0107978869857878e-08
Nithya,1,1.8786597401267216e-06
Niti,1,2.1831519915845696e-07
Nitika,1,4.2801269308697483e-07
Nitin,0,1.7953552562373106e-06
Nitish,0,2.3842317802831486e-07
Nitisha,1,1.694815361888021e-07
Nitosha,1,1.3788328367902546e-07
Nitoya,1,1.4362842049898485e-08
Nitra,1,1.0053989434928939e-07
Nitsa,1,3.1598252509776665e-08
Nittaya,1,3.1598252509776665e-08
Nitya,0.9940898345153665,2.4301928748428234e-06
Nitza,1,1.5511869413890363e-06
Nitzia,1,2.671488621281118e-07
Nitzy,1,1.4362842049898485e-08
Niurca,1,1.4362842049898485e-08
Niurka,1,7.468677865947211e-07
Niv,0,1.6086383095886302e-07
Niva,1,9.508201437032797e-07
Nivaan,0,6.578181658853506e-07
Nivaeh,1,7.181421024949242e-08
Nivan,0,1.7522667300876151e-07
Nivaya,1,7.468677865947211e-08
Nivayah,1,2.872568409979697e-08
Nivea,1,3.3091988082966105e-06
Niveah,1,7.095243972649851e-07
Nived,0,1.3788328367902546e-07
Nivedh,0,1.6086383095886302e-07
Nivedha,1,1.1203016798920817e-07
Nivedita,1,2.4416831484827424e-07
Niveditha,1,2.872568409979697e-08
Niveen,1,1.1203016798920817e-07
Nivek,0,3.705613248873809e-07
Niven,0,6.894164183951273e-08
Nivetha,1,1.4362842049898485e-08
Niveya,1,2.585311568981727e-08
Niveyah,1,6.319650501955333e-08
Nivi,1,1.7235410459878182e-08
Nivia,1,1.554059509799016e-06
Niviah,1,5.745136819959394e-08
Nivin,0,1.780992414187412e-07
Nivriti,1,1.1490273639918788e-07
Nix,0.2,7.181421024949242e-08
Nixaliz,1,2.872568409979697e-08
Nixen,0,1.4650098890896453e-07
Nixie,1,8.675156598138684e-07
Nixin,0,8.90496207093706e-08
Nixmary,1,1.4362842049898485e-08
Nixola,1,1.7235410459878182e-08
Nixon,0.042286947141316075,1.3314354580255895e-05
Nixson,0,1.2064787321914727e-07
Nixxon,0,2.0107978869857877e-07
Nixzaliz,1,2.0107978869857878e-08
Niya,1,1.155347014493834e-05
Niyae,1,3.1598252509776665e-08
Niyah,1,6.661486142742917e-06
Niyahlee,1,3.1598252509776665e-08
Niyahna,1,1.7235410459878182e-08
Niyam,0,2.0395235710855847e-07
Niyan,0,3.1598252509776665e-08
Niyana,1,9.220944596034826e-07
Niyanah,1,3.4470820919756364e-08
Niyanna,1,6.922889868051069e-07
Niyara,1,1.7235410459878182e-08
Niyasia,1,6.894164183951273e-08
Niyat,1,1.4362842049898485e-08
Niyathi,1,1.1777530480916757e-07
Niyati,1,8.416625441240511e-07
Niyaz,0,1.7235410459878182e-08
Niyel,0.5,2.872568409979697e-08
Niyeli,1,2.872568409979697e-08
Niyelle,1,3.734338932973606e-08
Niyema,1,1.7235410459878182e-08
Niyia,1,1.4362842049898485e-08
Niyla,1,1.1289193851220208e-06
Niylah,1,1.0829582905623458e-06
Niyoka,1,7.181421024949242e-08
Niyomi,1,4.596109455967515e-08
Niyon,0,1.4362842049898485e-08
Niyona,1,3.1598252509776665e-08
Niyonna,1,2.901294094079494e-07
Niza,1,3.9641444057719816e-07
Nizaiah,0,1.0341246275926908e-07
Nizam,0,1.4362842049898485e-08
Nizar,0,8.761333650438076e-07
Nizear,0,1.4362842049898485e-08
Nizeria,1,1.4362842049898485e-08
Nizhoni,1,1.8154632351071683e-06
Nizhonii,1,1.7235410459878182e-08
Njeri,1,8.215545652541932e-07
Njideka,1,3.1598252509776665e-08
Nkao,1,1.4362842049898485e-08
Nkara,1,1.4362842049898485e-08
Nkauj,1,4.0215957739715756e-08
Nkayla,1,1.4362842049898485e-08
Nkechi,1,5.026994717464469e-07
Nkechinyere,1,1.1777530480916757e-07
Nkem,1,1.4362842049898485e-08
Nkemdilim,1,2.0107978869857878e-08
Nkemjika,0,1.4362842049898485e-08
Nkenge,1,3.5045334601752303e-07
Nkiru,1,2.872568409979697e-08
Nkiruka,1,7.755934706945182e-08
Nkiya,1,1.7235410459878182e-08
Nkiyah,1,1.4362842049898485e-08
Nkosi,0.020588235294117647,9.76673259393097e-07
Nkrumah,0,7.755934706945182e-08
Nmachi,1,1.7235410459878182e-08
Nna,1,2.2980547279837574e-08
Nnaemeka,0,2.55658588488193e-07
Nnamdi,0,1.9562190871961736e-06
Nnanna,0,1.4362842049898485e-08
Nneka,1,3.3666501764962046e-06
Nnenna,1,7.899563127444166e-07
Nneoma,1,5.831313872258785e-07
No,0.6666666666666666,5.170623137963454e-08
Noa,0.7618062736987246,1.6666641914702202e-05
Noaah,0.19230769230769232,7.468677865947211e-08
Noach,0,7.439952181847415e-07
Noah,0.0051517553883967514,0.0010833977935290726
Noahalexander,0,3.4470820919756364e-08
Noahanthony,0,1.4362842049898485e-08
Noahgabriel,0,4.308852614969545e-08
Noahh,0,4.596109455967515e-08
Noahjames,0,1.2639301003910666e-07
Noahmichael,0,1.4362842049898485e-08
Noal,0,1.2208415742413712e-06
Noalani,1,3.1598252509776665e-08
Noam,0.0946129470348574,6.34550361764515e-06
Noami,1,2.3267804120835543e-06
Noan,0,1.0628503116924878e-07
Noar,0,7.755934706945182e-08
Nobel,0,5.486605663061221e-07
Nobert,0,1.0628503116924878e-07
Noberto,0,1.3501071526904574e-07
Nobia,1,6.032393660957364e-08
Nobie,1,1.4247939313499296e-06
Noble,0.04132882882882883,2.550840748061971e-05
Noboru,0,1.3903231104301733e-06
Nobu,1,1.4362842049898485e-08
Nobue,1,3.4470820919756364e-08
Nobuichi,0,5.745136819959394e-08
Nobuko,1,1.0657228801024675e-06
Nobuo,0,6.951615552150867e-07
Nobuye,1,1.4362842049898485e-08
Nobuyoshi,0,3.1598252509776665e-08
Nobuyuki,0,5.457879978961424e-08
Nocholas,0,2.9587454622790876e-07
Nochum,0,5.429154294861627e-07
Nocole,1,5.055720401564266e-07
Nocona,0.35294117647058826,4.883366296965485e-08
Noctis,0,4.883366296965485e-08
Noda,1,1.7235410459878182e-08
Nodia,1,3.4470820919756364e-08
Nodie,1,4.883366296965485e-08
Nodin,0,4.596109455967515e-08
Nodra,1,1.7235410459878182e-08
Noe,0.014846084523075464,6.056235978760195e-05
Noeh,0,3.2460023032770574e-07
Noehly,1,2.2980547279837574e-08
Noehmi,1,8.043191547943151e-08
Noel,0.23113913940563746,0.00017263561630295981
Noela,1,5.342977242562236e-07
Noelan,0,8.33044838894112e-08
Noelani,1,7.715718749205465e-06
Noelany,1,1.4362842049898485e-08
Noele,1,3.877967353472591e-07
Noelene,1,1.7235410459878182e-08
Noeli,1,1.0111440803128533e-06
Noelia,1,1.885266647469675e-05
Noelie,1,4.797189244666094e-07
Noelis,1,4.596109455967515e-08
Noeliz,1,1.7235410459878182e-08
Noell,0.8943452380952381,1.9303659715063564e-06
Noella,1,6.647123300693018e-06
Noelle,0.9977314660778561,9.496998420233876e-05
Noelli,1,1.4362842049898485e-08
Noellia,1,6.606907342953302e-08
Noellie,1,9.19221891193503e-08
Noelly,1,3.2460023032770574e-07
Noely,1,1.5799126254888332e-06
Noelya,1,4.0215957739715756e-08
Noema,1,2.872568409979697e-08
Noeme,1,1.7235410459878182e-08
Noemi,0.9965036736762097,5.6690137570949317e-05
Noemie,1,1.0398697644126503e-06
Noemy,1,4.650688255757129e-06
Noey,0,8.33044838894112e-08
Nofer,0,4.0215957739715756e-08
Noga,1,4.854640612865687e-07
Noha,0.8363636363636363,1.1059388378421833e-06
Nohe,0,6.032393660957364e-08
Nohea,0.7692307692307693,3.7343389329736057e-07
Nohealani,1,5.285525874362642e-07
Nohelani,1,1.7522667300876151e-07
Noheli,1,3.2747279873768543e-07
Nohelia,1,7.037792604450257e-07
Nohelly,1,1.4362842049898485e-08
Nohely,1,2.3526335277733715e-06
Nohemi,1,5.322869263692378e-06
Nohemy,1,1.04274233282263e-06
Nohl,0,6.606907342953302e-08
Nohlan,0,2.1257006233849757e-07
Nohwa,0,1.4362842049898485e-08
Noire,1,4.0215957739715756e-08
Nojus,0,2.872568409979697e-08
Nokia,1,1.4362842049898485e-08
Nokomis,1,1.5799126254888333e-07
Nola,0.9996035940803383,6.521879318017903e-05
Nolah,1,3.561984828374824e-07
Nolan,0.003369714951785525,0.00027108428084978396
Nolana,1,8.90496207093706e-08
Noland,0,4.509932403668124e-06
Nolani,1,8.043191547943151e-08
Nolawi,0,2.7289399894807117e-07
Nolawit,1,5.745136819959394e-08
Nolberto,0,1.6976879302980007e-06
Nolda,1,3.734338932973606e-08
Nole,0.028089887640449437,5.11317176976386e-07
Nolee,1,1.5799126254888333e-07
Noleen,1,1.4362842049898485e-08
Nolen,0.0017188037126160192,8.356301504630938e-06
Nolene,1,1.666089677788224e-07
Noli,1,5.457879978961424e-08
Nolia,1,1.505225846829361e-06
Nolie,0.9748201438848921,7.985740179743557e-07
Nolin,0,1.1059388378421833e-06
Nolita,1,2.585311568981727e-07
Nollan,0,1.723541045987818e-07
Nollie,0.7754569190600522,1.1001937010222238e-06
Nolon,0,4.2226755626701545e-07
Nolton,0,3.303453671476651e-07
Nolyn,0.15016501650165018,1.7407764564476962e-06
Nolynn,0.8888888888888888,1.2926557844908635e-07
Noma,1,5.443517136911525e-06
Noman,0,1.6373639936884272e-07
Nomar,0,1.4449019102197875e-06
Nomi,1,5.716411135859596e-07
Nomia,1,4.308852614969545e-08
Nomie,1,1.9820722028859908e-07
Nona,1,4.753238947993404e-05
Nonah,1,1.4362842049898485e-08
Noname,0.3125,4.596109455967515e-08
Nonda,1,6.032393660957364e-08
Nondas,1,8.33044838894112e-08
Nondus,1,1.4362842049898485e-08
Nong,0,1.4362842049898485e-08
Noni,1,1.6459816989183663e-06
Nonia,1,8.043191547943151e-08
Nonie,1,3.8750947850626106e-06
Nonna,1,2.815117041780103e-07
Nonnie,1,2.1343183286149146e-06
Nonya,1,8.043191547943151e-08
Nooh,0,1.6373639936884272e-07
Noomi,1,8.043191547943151e-08
Noon,1,6.032393660957364e-08
Noor,0.8809179906917027,1.789897376258349e-05
Noora,1,1.582785193898813e-06
Noorah,1,1.780992414187412e-07
Noorain,1,1.7235410459878182e-08
Nooreen,1,2.872568409979697e-08
Noorhan,1,2.872568409979697e-08
Noori,1,4.883366296965485e-08
Nooria,1,1.4362842049898485e-08
Nooriya,1,5.457879978961424e-08
Noorjahan,1,1.4362842049898485e-08
Noorulain,1,3.1598252509776665e-08
Nor,0.7391304347826086,6.606907342953302e-08
Nora,0.9947484190266703,0.0004179012522838463
Noraa,1,3.7630646170734026e-07
Norabelle,1,1.723541045987818e-07
Noragrace,1,1.7235410459878182e-08
Norah,0.9937941982970125,5.971207953824796e-05
Noraida,1,6.032393660957364e-08
Norajean,1,1.4362842049898485e-08
Norakate,1,1.4362842049898485e-08
Noral,0,1.4362842049898485e-08
Noralba,1,6.032393660957364e-08
Noralee,1,1.2524398267511479e-06
Noraleigh,1,3.4470820919756364e-08
Noralie,1,2.872568409979697e-08
Noralva,1,1.4362842049898485e-08
Noralyn,1,2.642762937181321e-07
Noralynn,1,9.76673259393097e-08
Noran,1,1.0053989434928939e-07
Norann,1,3.1598252509776665e-08
Noranne,1,1.4362842049898485e-08
Norb,0,1.4362842049898485e-08
Norbert,0.0002955373854792631,5.83188838594078e-05
Norberta,1,7.353775129548024e-07
Norberto,0,1.3696406178783195e-05
Norbu,0,1.7235410459878182e-08
Nord,0,3.4470820919756364e-08
Norda,1,1.4362842049898485e-08
Nordahl,0,1.4362842049898485e-08
Nore,0.24390243902439024,1.1777530480916757e-07
Norea,1,2.872568409979697e-08
Norean,1,1.0915759957922848e-07
Noreda,1,4.883366296965485e-08
Noree,1,4.0215957739715756e-08
Noreen,1,5.7146875948136086e-05
Noreene,1,4.2801269308697483e-07
Noreeta,1,2.2980547279837574e-08
Noreita,1,2.2980547279837574e-08
Noreli,1,6.319650501955333e-08
Norelia,1,1.4362842049898485e-08
Norelis,1,3.1598252509776665e-08
Norell,0.810126582278481,2.2693290438839603e-07
Norelle,1,3.590710512474621e-07
Norely,1,2.4416831484827424e-07
Norelys,1,1.4362842049898485e-08
Noren,0,1.4362842049898485e-08
Norena,1,3.447082091975636e-07
Norene,1,1.3753857546982787e-05
Noreta,1,2.614037253081524e-07
Noretha,1,1.4362842049898485e-08
Noretta,1,1.0944485642022645e-06
Norfleet,0,2.2118776756843665e-07
Norhan,1,1.4362842049898484e-07
Nori,0.9530201342281879,3.4241015446957987e-06
Noria,1,1.1490273639918788e-07
Noriah,1,7.325049445448227e-07
Norian,0,1.4362842049898485e-08
Noriana,1,8.90496207093706e-08
Norianna,1,3.4470820919756364e-08
Norie,1,2.757665673580509e-07
Noriel,0.045871559633027525,3.1310995668778697e-07
Noriella,1,1.4362842049898485e-08
Norielle,1,1.1777530480916757e-07
Noriene,1,1.4362842049898485e-08
Norietta,1,1.7235410459878182e-08
Norika,1,1.4362842049898485e-08
Noriko,1,4.596109455967515e-07
Norina,1,7.468677865947211e-07
Norine,1,1.5029277921013773e-05
Norinne,1,2.8438427258799e-07
Norio,0,5.457879978961424e-08
Noris,0.38095238095238093,3.619436196574418e-07
Norissa,1,1.6373639936884272e-07
Norita,1,2.295182159573778e-06
Noritta,1,2.2980547279837574e-08
Noriyah,1,1.1490273639918788e-07
Norlan,0,2.642762937181321e-07
Norland,0,4.596109455967515e-08
Norleen,1,2.2118776756843665e-07
Norlene,1,5.515331347161018e-07
Norlin,0,4.308852614969545e-08
Norlisha,1,4.596109455967515e-08
Norlishia,1,4.308852614969545e-08
Norlyn,0,5.745136819959394e-08
Norm,0,1.620128583228549e-06
Norma,0.9954135519133528,0.0008004325697356125
Normaa,1,2.872568409979697e-08
Normagene,1,2.786391357680306e-07
Normajean,1,1.2897832160808838e-06
Normal,0.2647058823529412,4.883366296965485e-07
Normalea,1,1.4362842049898485e-08
Normalee,1,7.382500813647821e-07
Normalinda,1,9.19221891193503e-08
Norman,0.0063257421796384505,0.000727934688204545
Normand,0,1.674994639859161e-05
Normandie,1,1.4362842049898484e-07
Normando,0,2.872568409979697e-08
Normandy,1,1.2352044162912697e-07
Normani,1,2.2980547279837574e-08
Normen,0,2.872568409979697e-08
Normia,1,1.4362842049898485e-08
Normie,1,6.032393660957364e-08
Normon,0,7.554854918246603e-07
Norna,1,4.596109455967515e-08
Norra,1,5.457879978961424e-08
Norrah,1,4.883366296965485e-08
Norreen,1,1.7235410459878182e-08
Norrell,0,1.4362842049898485e-08
Norrene,1,6.606907342953302e-08
Norreta,1,1.7235410459878182e-08
Norretta,1,1.4362842049898485e-08
Norri,1,2.872568409979697e-08
Norrie,1,6.606907342953302e-08
Norrin,0,2.872568409979697e-07
Norrine,1,1.0255069223627517e-06
Norris,0.031105031521351256,4.829936524539862e-05
Norrisa,1,3.1598252509776665e-08
Norrita,1,4.596109455967515e-08
North,0.022058823529411766,7.813386075144776e-07
Northa,1,4.596109455967515e-08
Northern,0,1.2926557844908635e-07
Norton,0,6.621270185003201e-06
Norva,1,1.0484874696425892e-06
Norval,0,6.825222542111759e-06
Norvan,0,7.468677865947211e-08
Norvel,0.005917159763313609,2.427320306432844e-06
Norvell,0.09176470588235294,3.6625247227241134e-06
Norvella,1,4.682286508266906e-07
Norvelle,0.6,1.1490273639918788e-07
Norvie,1,1.4362842049898485e-08
Norvil,0,2.0395235710855847e-07
Norville,0,9.307121648334218e-07
Norvin,0,2.6599983476411993e-06
Norvis,1,3.734338932973606e-08
Norward,0,4.596109455967515e-08
Norwin,0,2.0969749392851788e-07
Norwood,0,8.356301504630938e-06
Nory,1,6.606907342953302e-08
Nosakhare,0,1.4362842049898485e-08
Nosheen,1,2.872568409979697e-08
Noshin,1,9.76673259393097e-08
Noslen,0,1.4362842049898485e-08
Nosson,0,1.6976879302980007e-06
Not,0,3.4470820919756364e-08
Nota,1,1.4650098890896453e-07
Notasha,1,6.032393660957364e-08
Notie,1,1.4075585208900515e-07
Notley,0,1.7235410459878182e-08
Notnamed,0.47106227106227105,3.9210558796222865e-06
Notorious,0,1.4650098890896453e-07
Nou,0.8627450980392157,1.1720079112717163e-06
Nouchee,1,4.596109455967515e-08
Nouci,1,1.7235410459878182e-08
Nouf,1,5.745136819959394e-08
Nouh,0,1.2352044162912697e-07
Nouha,1,1.4362842049898485e-08
Nouman,0,1.1490273639918788e-07
Nour,0.8253713368125251,7.155567909259424e-06
Noura,1,2.007925318575808e-06
Nourah,1,6.032393660957364e-08
Nouran,1,4.883366296965485e-08
Noureddine,0,1.7235410459878182e-08
Noureen,1,5.457879978961424e-08
Nourhan,1,9.19221891193503e-08
Nouri,0.4,8.61770522993909e-08
Nouvelle,1,1.4362842049898485e-08
Nova,0.9243093597219768,4.876759389622531e-05
Novaeh,1,1.4362842049898485e-08
Novah,0.8056265984654731,2.2463484966041227e-06
Novahlee,1,3.1598252509776665e-08
Novak,0,5.285525874362642e-07
Noval,0,3.1598252509776665e-08
Novalea,1,1.0628503116924878e-07
Novaleah,1,1.4362842049898485e-08
Novalee,1,5.225201937753068e-06
Novalei,1,1.4650098890896453e-07
Novaleigh,1,1.108811406252163e-06
Novalene,1,7.468677865947211e-08
Novaley,1,3.1598252509776665e-08
Novali,1,2.0969749392851788e-07
Novalie,1,6.578181658853506e-07
Novalise,1,1.4362842049898485e-08
Novaly,1,1.0915759957922848e-07
Novalyn,1,1.723541045987818e-07
Novalynn,1,4.16522419447056e-07
Novan,0,1.7235410459878182e-08
Novarae,1,4.0215957739715756e-08
Novarayne,1,1.4362842049898485e-08
Novaya,1,1.4362842049898485e-08
Noveah,1,2.2980547279837574e-08
Novel,0.4473684210526316,2.1831519915845696e-07
Novela,1,1.4362842049898485e-08
Novelia,1,1.4362842049898485e-08
Noveline,1,9.76673259393097e-08
Novell,0.8913043478260869,1.3213814685906604e-07
Novella,1,1.6703985304031936e-05
Novelle,1,3.9928700898717785e-07
Novelyn,1,1.4362842049898485e-08
November,1,1.847061487616945e-06
Novena,1,6.032393660957364e-08
Noveta,1,3.1598252509776665e-08
Novi,0.9180327868852459,1.7522667300876151e-07
Novia,1,7.411226497747617e-07
Novian,0,1.0341246275926908e-07
Novice,1,3.0736481986782753e-07
Novie,0.9808306709265175,8.991139123236451e-07
Novis,0.9025974025974026,4.423755351368733e-07
Nowa,0,1.4362842049898485e-08
Nowah,0,2.872568409979697e-08
Nowell,0,4.653560824167109e-07
Nowshin,1,3.1598252509776665e-08
Nox,0,3.0449225145784784e-07
Noxx,0,7.181421024949242e-08
Noy,1,6.319650501955333e-08
Noya,1,5.802588188158988e-07
Noyan,0,2.872568409979697e-08
Noyes,0,5.457879978961424e-08
Nozanin,1,1.7235410459878182e-08
Nozomi,1,2.9300197781792907e-07
Nseya,1,3.4470820919756364e-08
Nsombi,1,4.883366296965485e-08
Nthan,0,1.4362842049898485e-08
Nthony,0,1.7522667300876151e-07
Nuala,1,8.646430914038887e-07
Nuam,1,1.7235410459878182e-08
Nubaid,0,1.0053989434928939e-07
Nube,1,1.2639301003910666e-07
Nubia,1,5.799715619749008e-06
Nubian,1,6.319650501955333e-08
Nuchem,0,4.653560824167109e-07
Nuel,0,2.527860200782133e-07
Nugent,0,3.4470820919756364e-08
Nuh,0,4.136498510370763e-07
